GeneID	source	PFAMpref	Desc	GDBpfam_start	GDBpfam_end	pVal
GL50803_21799	InterproscanData_RSRC	PF13920	zf-C3HC4_3	913	957	1.1e-9
GL50803_4964	InterproscanData_RSRC	PF00288	GHMP_kinases_N	118	175	5e-9
GL50803_4964	InterproscanData_RSRC	PF08544	GHMP_kinases_C	259	310	9.2e-9
GL50803_13787	InterproscanData_RSRC	PF00583	Acetyltransf_1	55	156	1.2e-14
GL50803_4959	InterproscanData_RSRC	PF00069	Pkinase	13	271	4.9e-42
GL50803_4959	InterproscanData_RSRC	PF12796	Ank_2	745	825	6.2e-12
GL50803_4959	InterproscanData_RSRC	PF12796	Ank_2	900	981	1.5e-14
GL50803_4959	InterproscanData_RSRC	PF12796	Ank_2	988	1040	6.4e-7
GL50803_114793	InterproscanData_RSRC	PF00884	Sulfatase	443	731	3.5e-15
GL50803_21792	InterproscanData_RSRC	PF13920	zf-C3HC4_3	352	396	1.7e-13
GL50803_12116	InterproscanData_RSRC	PF02450	LACT	137	244	2.8e-13
GL50803_15581	InterproscanData_RSRC	PF00400	WD40	74	116	0.0025
GL50803_15581	InterproscanData_RSRC	PF00400	WD40	121	158	2.5e-4
GL50803_12119	InterproscanData_RSRC	PF01423	LSM	6	71	8.3e-7
GL50803_114797	InterproscanData_RSRC	PF12796	Ank_2	54	143	1e-12
GL50803_114797	InterproscanData_RSRC	PF12796	Ank_2	150	204	1.2e-7
GL50803_137676	InterproscanData_RSRC	PF00069	Pkinase	43	251	7.1e-23
GL50803_41626	InterproscanData_RSRC	PF03302	VSP	1	112	2e-26
GL50803_41626	InterproscanData_RSRC	PF03302	VSP	107	245	3.3e-51
GL50803_137696	InterproscanData_RSRC	PF00069	Pkinase	26	276	1.9e-36
GL50803_137696	InterproscanData_RSRC	PF00023	Ank	555	578	6.3e-4
GL50803_137696	InterproscanData_RSRC	PF00023	Ank	648	671	9.1e-4
GL50803_137696	InterproscanData_RSRC	PF00023	Ank	772	793	6e-4
GL50803_137696	InterproscanData_RSRC	PF00023	Ank	805	827	0.0028
GL50803_137696	InterproscanData_RSRC	PF00023	Ank	923	947	3.6e-5
GL50803_137696	InterproscanData_RSRC	PF12796	Ank_2	467	555	2.4e-19
GL50803_137696	InterproscanData_RSRC	PF12796	Ank_2	684	769	6.7e-19
GL50803_137696	InterproscanData_RSRC	PF12796	Ank_2	836	917	3.5e-15
GL50803_137696	InterproscanData_RSRC	PF12796	Ank_2	959	1041	3.7e-13
GL50803_137696	InterproscanData_RSRC	PF12796	Ank_2	1060	1142	1e-13
GL50803_137696	InterproscanData_RSRC	PF13637	Ank_4	367	415	3.6e-6
GL50803_137696	InterproscanData_RSRC	PF13637	Ank_4	587	638	6.4e-7
GL50803_16914	InterproscanData_RSRC	PF12796	Ank_2	42	124	1e-16
GL50803_12139	InterproscanData_RSRC	PF00023	Ank	629	649	3.1e-4
GL50803_12139	InterproscanData_RSRC	PF12796	Ank_2	40	122	1.7e-16
GL50803_12139	InterproscanData_RSRC	PF12796	Ank_2	534	614	1.3e-14
GL50803_16915	InterproscanData_RSRC	PF00023	Ank	718	738	0.0039
GL50803_16915	InterproscanData_RSRC	PF12796	Ank_2	40	125	4.7e-14
GL50803_16915	InterproscanData_RSRC	PF12796	Ank_2	623	707	6.7e-17
GL50803_15587	InterproscanData_RSRC	PF00023	Ank	63	85	0.001
GL50803_15587	InterproscanData_RSRC	PF12796	Ank_2	164	220	1.8e-9
GL50803_27035	InterproscanData_RSRC	PF12171	zf-C2H2_jaz	29	53	4.6e-5
GL50803_91127	InterproscanData_RSRC	PF01026	TatD_DNase	11	260	7.2e-25
GL50803_24590	InterproscanData_RSRC	PF12796	Ank_2	39	108	2.2e-6
GL50803_24590	InterproscanData_RSRC	PF12796	Ank_2	817	893	3e-11
GL50803_102023	InterproscanData_RSRC	PF00023	Ank	489	510	0.0021
GL50803_102023	InterproscanData_RSRC	PF12796	Ank_2	40	122	1.7e-10
GL50803_102023	InterproscanData_RSRC	PF12796	Ank_2	408	480	3.6e-9
GL50803_102023	InterproscanData_RSRC	PF12796	Ank_2	560	644	1.2e-14
GL50803_102023	InterproscanData_RSRC	PF12796	Ank_2	649	702	1.3e-12
GL50803_102023	InterproscanData_RSRC	PF12796	Ank_2	713	773	5.3e-9
GL50803_13156	InterproscanData_RSRC	PF00271	Helicase_C	322	397	6.7e-23
GL50803_13156	InterproscanData_RSRC	PF00270	DEAD	28	187	1.2e-32
GL50803_13194	InterproscanData_RSRC	PF03302	VSP	21	190	6.8e-12
GL50803_13194	InterproscanData_RSRC	PF03302	VSP	248	478	1.8e-26
GL50803_13194	InterproscanData_RSRC	PF03302	VSP	475	615	5.4e-45
GL50803_17472	InterproscanData_RSRC	PF03800	Nuf2	102	188	2e-6
GL50803_5533	InterproscanData_RSRC	PF00443	UCH	92	429	1.8e-32
GL50803_5534	InterproscanData_RSRC	PF07002	Copine	72	198	5.4e-15
GL50803_8556	InterproscanData_RSRC	PF12796	Ank_2	311	390	5.8e-11
GL50803_8556	InterproscanData_RSRC	PF12796	Ank_2	434	516	2.5e-9
GL50803_8556	InterproscanData_RSRC	PF12796	Ank_2	569	645	3.7e-10
GL50803_8556	InterproscanData_RSRC	PF12796	Ank_2	658	737	5.8e-11
GL50803_8556	InterproscanData_RSRC	PF12796	Ank_2	782	870	7.7e-10
GL50803_8556	InterproscanData_RSRC	PF12796	Ank_2	883	963	1.7e-12
GL50803_8556	InterproscanData_RSRC	PF12796	Ank_2	1146	1227	4.3e-12
GL50803_8556	InterproscanData_RSRC	PF12796	Ank_2	1240	1314	1.9e-15
GL50803_8556	InterproscanData_RSRC	PF12796	Ank_2	1334	1411	8e-9
GL50803_8556	InterproscanData_RSRC	PF00069	Pkinase	11	264	3.8e-19
GL50803_14730	InterproscanData_RSRC	PF01661	Macro	154	251	7.2e-6
GL50803_8559	InterproscanData_RSRC	PF00137	ATP-synt_C	18	80	6.9e-13
GL50803_8559	InterproscanData_RSRC	PF00137	ATP-synt_C	97	162	1.7e-20
GL50803_26199	InterproscanData_RSRC	PF00069	Pkinase	12	270	2e-36
GL50803_2082	InterproscanData_RSRC	PF00069	Pkinase	9	228	3.7e-34
GL50803_30476	InterproscanData_RSRC	PF00501	AMP-binding	61	180	1.4e-16
GL50803_30476	InterproscanData_RSRC	PF00501	AMP-binding	318	645	5.7e-63
GL50803_10521	InterproscanData_RSRC	PF03485	Arg_tRNA_synt_N	38	119	3.6e-5
GL50803_10521	InterproscanData_RSRC	PF05746	DALR_1	497	621	2.4e-22
GL50803_10521	InterproscanData_RSRC	PF00750	tRNA-synt_1d	146	482	8.8e-100
GL50803_10522	InterproscanData_RSRC	PF07004	SHIPPO-rpt	10	40	7.9e-4
GL50803_10522	InterproscanData_RSRC	PF07004	SHIPPO-rpt	76	100	0.039
GL50803_10522	InterproscanData_RSRC	PF07004	SHIPPO-rpt	155	182	4.7e-5
GL50803_10522	InterproscanData_RSRC	PF07004	SHIPPO-rpt	189	214	3.4e-4
GL50803_10522	InterproscanData_RSRC	PF07004	SHIPPO-rpt	221	244	5.8e-5
GL50803_10522	InterproscanData_RSRC	PF07004	SHIPPO-rpt	255	278	0.0033
GL50803_29227	InterproscanData_RSRC	PF07004	SHIPPO-rpt	42	67	1
GL50803_29227	InterproscanData_RSRC	PF07004	SHIPPO-rpt	73	101	0.94
GL50803_29227	InterproscanData_RSRC	PF07004	SHIPPO-rpt	111	140	1.5
GL50803_29227	InterproscanData_RSRC	PF07004	SHIPPO-rpt	146	155	8.8
GL50803_29227	InterproscanData_RSRC	PF07004	SHIPPO-rpt	188	215	0.11
GL50803_29227	InterproscanData_RSRC	PF07004	SHIPPO-rpt	221	241	200
GL50803_29227	InterproscanData_RSRC	PF07004	SHIPPO-rpt	259	286	0.0034
GL50803_10529	InterproscanData_RSRC	PF00515	TPR_1	166	191	0.012
GL50803_10529	InterproscanData_RSRC	PF07719	TPR_2	30	59	0.035
GL50803_10530	InterproscanData_RSRC	PF00137	ATP-synt_C	20	83	1.3e-12
GL50803_10530	InterproscanData_RSRC	PF00137	ATP-synt_C	99	163	9.9e-21
GL50803_15232	InterproscanData_RSRC	PF12796	Ank_2	67	147	1e-11
GL50803_15232	InterproscanData_RSRC	PF12796	Ank_2	677	759	7.9e-9
GL50803_17465	InterproscanData_RSRC	PF02463	SMC_N	6	1415	5.1e-73
GL50803_17465	InterproscanData_RSRC	PF06470	SMC_hinge	565	685	7.5e-20
GL50803_10538	InterproscanData_RSRC	PF03028	Dynein_heavy	428	717	7.2e-103
GL50803_10538	InterproscanData_RSRC	PF12781	AAA_9	10	61	1e-18
GL50803_10538	InterproscanData_RSRC	PF12781	AAA_9	122	296	1.2e-76
GL50803_97219	InterproscanData_RSRC	PF01269	Fibrillarin	96	323	1.2e-104
GL50803_15237	InterproscanData_RSRC	PF03302	VSP	240	516	3.5e-20
GL50803_32372	InterproscanData_RSRC	PF11270	DUF3070	4	36	1.9e-12
GL50803_137697	InterproscanData_RSRC	PF03302	VSP	27	175	2.3e-13
GL50803_137697	InterproscanData_RSRC	PF03302	VSP	137	335	4.7e-28
GL50803_137697	InterproscanData_RSRC	PF03302	VSP	330	470	1.6e-47
GL50803_15239	InterproscanData_RSRC	PF05786	Cnd2	10	149	6.7e-16
GL50803_21411	InterproscanData_RSRC	PF00005	ABC_tran	610	747	2e-15
GL50803_21411	InterproscanData_RSRC	PF00005	ABC_tran	1691	1818	8.8e-14
GL50803_21411	InterproscanData_RSRC	PF12698	ABC2_membrane_3	1220	1582	1.9e-15
GL50803_17461	InterproscanData_RSRC	PF04433	SWIRM	784	855	1.6e-10
GL50803_17460	InterproscanData_RSRC	PF00009	GTP_EFTU	15	212	9.7e-45
GL50803_17460	InterproscanData_RSRC	PF03143	GTP_EFTU_D3	341	461	9.4e-10
GL50803_97130	InterproscanData_RSRC	PF00069	Pkinase	33	286	3.2e-33
GL50803_97130	InterproscanData_RSRC	PF12796	Ank_2	378	429	9.2e-10
GL50803_97130	InterproscanData_RSRC	PF12796	Ank_2	438	495	7.5e-11
GL50803_97130	InterproscanData_RSRC	PF12796	Ank_2	566	657	5.9e-13
GL50803_137698	InterproscanData_RSRC	PF00400	WD40	24	51	3e-5
GL50803_137698	InterproscanData_RSRC	PF00400	WD40	66	100	1.8e-5
GL50803_9162	InterproscanData_RSRC	PF03031	NIF	116	267	1.7e-34
GL50803_102438	InterproscanData_RSRC	PF00690	Cation_ATPase_N	25	90	4.4e-12
GL50803_102438	InterproscanData_RSRC	PF00689	Cation_ATPase_C	548	763	1.2e-37
GL50803_102438	InterproscanData_RSRC	PF00122	E1-E2_ATPase	116	351	1.5e-36
GL50803_32658	InterproscanData_RSRC	PF00690	Cation_ATPase_N	32	95	2.2e-18
GL50803_32658	InterproscanData_RSRC	PF00702	Hydrolase	356	761	6.1e-25
GL50803_32658	InterproscanData_RSRC	PF00689	Cation_ATPase_C	832	1038	9e-42
GL50803_32658	InterproscanData_RSRC	PF00122	E1-E2_ATPase	117	351	1.3e-64
GL50803_13201	InterproscanData_RSRC	PF00293	NUDIX	134	199	1.8e-7
GL50803_13200	InterproscanData_RSRC	PF00271	Helicase_C	232	315	5.9e-11
GL50803_13200	InterproscanData_RSRC	PF04408	HA2	376	436	1e-11
GL50803_13200	InterproscanData_RSRC	PF07717	OB_NTP_bind	524	620	5.3e-9
GL50803_21423	InterproscanData_RSRC	PF01602	Adaptin_N	22	589	2.5e-83
GL50803_2323	InterproscanData_RSRC	PF04189	Gcd10p	116	234	4.7e-10
GL50803_17454	InterproscanData_RSRC	PF00225	Kinesin	44	116	5.4e-8
GL50803_17451	InterproscanData_RSRC	PF01712	dNK	83	198	1.5e-29
GL50803_102444	InterproscanData_RSRC	PF00023	Ank	170	192	9.3e-5
GL50803_102444	InterproscanData_RSRC	PF12796	Ank_2	72	161	5.3e-13
GL50803_112518	InterproscanData_RSRC	PF00069	Pkinase	35	276	4.3e-32
GL50803_112518	InterproscanData_RSRC	PF12796	Ank_2	384	466	1.4e-13
GL50803_112518	InterproscanData_RSRC	PF12796	Ank_2	518	583	6.6e-9
GL50803_112518	InterproscanData_RSRC	PF12796	Ank_2	595	649	3.6e-9
GL50803_112519	InterproscanData_RSRC	PF00023	Ank	42	66	2.1e-4
GL50803_3079	InterproscanData_RSRC	PF01980	UPF0066	103	205	5.9e-11
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	49	74	0.062
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	81	107	0.0015
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	115	144	0.015
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	150	177	0.0013
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	184	207	0.081
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	215	243	0.0011
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	249	277	9.1e-4
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	284	310	2.6e-4
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	318	347	0.0046
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	353	380	0.098
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	387	411	1.4
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	418	447	0.017
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	453	480	1.5e-4
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	487	514	3.5e-4
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	521	550	2.1e-4
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	556	580	1e-4
GL50803_91354	InterproscanData_RSRC	PF07004	SHIPPO-rpt	587	613	0.49
GL50803_17449	InterproscanData_RSRC	PF01163	RIO1	61	251	7.3e-51
GL50803_17448	InterproscanData_RSRC	PF00562	RNA_pol_Rpb2_6	791	1188	1.1e-111
GL50803_17448	InterproscanData_RSRC	PF04560	RNA_pol_Rpb2_7	1191	1289	6.9e-20
GL50803_17448	InterproscanData_RSRC	PF04561	RNA_pol_Rpb2_2	213	386	5.9e-15
GL50803_17448	InterproscanData_RSRC	PF04563	RNA_pol_Rpb2_1	25	413	1.3e-23
GL50803_17448	InterproscanData_RSRC	PF04565	RNA_pol_Rpb2_3	498	563	3e-16
GL50803_17448	InterproscanData_RSRC	PF04566	RNA_pol_Rpb2_4	610	672	5.8e-13
GL50803_17448	InterproscanData_RSRC	PF04567	RNA_pol_Rpb2_5	720	785	2.3e-9
GL50803_91334	InterproscanData_RSRC	PF00069	Pkinase	55	273	5.8e-16
GL50803_91334	InterproscanData_RSRC	PF12796	Ank_2	643	730	3e-13
GL50803_91334	InterproscanData_RSRC	PF12796	Ank_2	862	940	1.5e-15
GL50803_9155	InterproscanData_RSRC	PF13639	zf-RING_2	357	406	2.2e-12
GL50803_9148	InterproscanData_RSRC	PF07004	SHIPPO-rpt	10	36	0.25
GL50803_9148	InterproscanData_RSRC	PF07004	SHIPPO-rpt	42	71	4.2e-4
GL50803_9148	InterproscanData_RSRC	PF07004	SHIPPO-rpt	79	104	0.0013
GL50803_9148	InterproscanData_RSRC	PF07004	SHIPPO-rpt	112	140	0.0012
GL50803_9148	InterproscanData_RSRC	PF07004	SHIPPO-rpt	146	173	3.8e-4
GL50803_9148	InterproscanData_RSRC	PF07004	SHIPPO-rpt	181	206	0.48
GL50803_91348	InterproscanData_RSRC	PF01048	PNP_UDP_1	49	339	2.1e-23
GL50803_9145	InterproscanData_RSRC	PF00271	Helicase_C	426	489	1.3e-11
GL50803_9145	InterproscanData_RSRC	PF00270	DEAD	156	321	3.8e-16
GL50803_21435	InterproscanData_RSRC	PF00069	Pkinase	87	220	4.5e-12
GL50803_21435	InterproscanData_RSRC	PF13920	zf-C3HC4_3	548	592	5.1e-11
GL50803_116201	InterproscanData_RSRC	PF03302	VSP	2	39	3.2e-22
GL50803_16501	InterproscanData_RSRC	PF03302	VSP	29	119	3.6e-14
GL50803_16501	InterproscanData_RSRC	PF03302	VSP	334	555	1.8e-21
GL50803_16501	InterproscanData_RSRC	PF03302	VSP	551	692	8e-48
GL50803_9948	InterproscanData_RSRC	PF01483	P_proprotein	575	635	7.4e-5
GL50803_16500	InterproscanData_RSRC	PF00400	WD40	367	401	5.1e-7
GL50803_16500	InterproscanData_RSRC	PF00400	WD40	412	451	8.1e-6
GL50803_16500	InterproscanData_RSRC	PF00400	WD40	458	493	1.8e-7
GL50803_16500	InterproscanData_RSRC	PF00400	WD40	552	589	9.4e-9
GL50803_16498	InterproscanData_RSRC	PF01926	MMR_HSR1	283	353	2.4e-12
GL50803_16498	InterproscanData_RSRC	PF08701	GN3L_Grn1	16	85	8.7e-9
GL50803_16508	InterproscanData_RSRC	PF00069	Pkinase	14	418	5.2e-13
GL50803_16508	InterproscanData_RSRC	PF12796	Ank_2	610	692	1.9e-15
GL50803_16508	InterproscanData_RSRC	PF12796	Ank_2	702	787	3.4e-13
GL50803_16508	InterproscanData_RSRC	PF12796	Ank_2	1031	1109	2.3e-13
GL50803_4405	InterproscanData_RSRC	PF00069	Pkinase	377	666	7e-43
GL50803_34141	InterproscanData_RSRC	PF08772	NOB1_Zn_bind	307	377	2.3e-20
GL50803_4410	InterproscanData_RSRC	PF06705	SF-assemblin	9	195	4e-8
GL50803_101168	InterproscanData_RSRC	PF12796	Ank_2	8	86	4.1e-8
GL50803_14509	InterproscanData_RSRC	PF09070	PFU	487	598	7.5e-10
GL50803_14510	InterproscanData_RSRC	PF00023	Ank	827	853	0.0013
GL50803_14510	InterproscanData_RSRC	PF12796	Ank_2	15	97	2.6e-11
GL50803_14510	InterproscanData_RSRC	PF12796	Ank_2	103	182	1.1e-11
GL50803_14510	InterproscanData_RSRC	PF12796	Ank_2	190	240	1.1e-8
GL50803_14510	InterproscanData_RSRC	PF12796	Ank_2	246	305	4.2e-7
GL50803_14510	InterproscanData_RSRC	PF12796	Ank_2	378	457	1.6e-9
GL50803_14510	InterproscanData_RSRC	PF12796	Ank_2	544	618	3.6e-7
GL50803_14510	InterproscanData_RSRC	PF12796	Ank_2	738	815	2.8e-12
GL50803_14510	InterproscanData_RSRC	PF12796	Ank_2	862	942	1.3e-18
GL50803_7679	InterproscanData_RSRC	PF12796	Ank_2	518	576	2.9e-11
GL50803_7679	InterproscanData_RSRC	PF12796	Ank_2	592	678	2e-12
GL50803_7680	InterproscanData_RSRC	PF12796	Ank_2	506	591	3.3e-12
GL50803_33030	InterproscanData_RSRC	PF02906	Fe_hyd_lg_C	170	392	1.2e-15
GL50803_3903	InterproscanData_RSRC	PF00023	Ank	874	894	0.0044
GL50803_3903	InterproscanData_RSRC	PF00023	Ank	1249	1270	0.0052
GL50803_3903	InterproscanData_RSRC	PF00023	Ank	1380	1400	0.008
GL50803_3903	InterproscanData_RSRC	PF12796	Ank_2	70	148	1.1e-12
GL50803_3903	InterproscanData_RSRC	PF12796	Ank_2	585	667	8.7e-9
GL50803_3903	InterproscanData_RSRC	PF12796	Ank_2	678	765	6e-13
GL50803_3903	InterproscanData_RSRC	PF12796	Ank_2	1293	1374	1.4e-16
GL50803_22291	InterproscanData_RSRC	PF00892	EamA	134	214	1e-7
GL50803_16180	InterproscanData_RSRC	PF12697	Abhydrolase_6	119	373	1.3e-20
GL50803_2538	InterproscanData_RSRC	PF00069	Pkinase	152	366	3.3e-25
GL50803_115232	InterproscanData_RSRC	PF01171	ATP_bind_3	378	493	4.7e-6
GL50803_103943	InterproscanData_RSRC	PF03302	VSP	83	158	3.8e-9
GL50803_14978	InterproscanData_RSRC	PF01940	DUF92	245	488	1.2e-49
GL50803_9541	InterproscanData_RSRC	PF04051	TRAPP	27	186	1.5e-25
GL50803_21327	InterproscanData_RSRC	PF00005	ABC_tran	1868	1994	3.9e-11
GL50803_21327	InterproscanData_RSRC	PF12698	ABC2_membrane_3	245	578	1.4e-11
GL50803_21327	InterproscanData_RSRC	PF13304	AAA_21	801	864	7.8e-7
GL50803_4606	InterproscanData_RSRC	PF01588	tRNA_bind	69	169	4.7e-16
GL50803_4602	InterproscanData_RSRC	PF00106	adh_short	32	206	1.6e-12
GL50803_13667	InterproscanData_RSRC	PF00400	WD40	94	130	8.9e-12
GL50803_13667	InterproscanData_RSRC	PF00400	WD40	135	172	2.7e-9
GL50803_13667	InterproscanData_RSRC	PF00400	WD40	182	238	4.7e-8
GL50803_13667	InterproscanData_RSRC	PF00400	WD40	300	361	1.1e-5
GL50803_13667	InterproscanData_RSRC	PF00400	WD40	390	427	1.8e-14
GL50803_13667	InterproscanData_RSRC	PF00400	WD40	431	469	1.4e-6
GL50803_13667	InterproscanData_RSRC	PF00400	WD40	476	510	7.5e-9
GL50803_13667	InterproscanData_RSRC	PF08154	NLE	2	65	1e-10
GL50803_21331	InterproscanData_RSRC	PF00004	AAA	175	308	8.8e-37
GL50803_7306	InterproscanData_RSRC	PF00957	Synaptobrevin	157	218	1.7e-11
GL50803_7309	InterproscanData_RSRC	PF05739	SNARE	206	263	6.7e-10
GL50803_94440	InterproscanData_RSRC	PF03028	Dynein_heavy	4803	5574	0
GL50803_94440	InterproscanData_RSRC	PF08385	DHC_N1	274	452	2.2e-24
GL50803_94440	InterproscanData_RSRC	PF08385	DHC_N1	536	785	1.8e-11
GL50803_94440	InterproscanData_RSRC	PF08385	DHC_N1	1041	1140	3.3e-9
GL50803_94440	InterproscanData_RSRC	PF08393	DHC_N2	1767	1871	1.6e-16
GL50803_94440	InterproscanData_RSRC	PF08393	DHC_N2	1933	2273	3.3e-82
GL50803_94440	InterproscanData_RSRC	PF12780	AAA_8	3719	3930	8.6e-61
GL50803_94440	InterproscanData_RSRC	PF12777	MT	4044	4371	3.2e-47
GL50803_94440	InterproscanData_RSRC	PF12774	AAA_6	2508	2738	3.5e-97
GL50803_94440	InterproscanData_RSRC	PF12775	AAA_7	3419	3624	1.2e-32
GL50803_94440	InterproscanData_RSRC	PF12781	AAA_9	4399	4449	1.1e-6
GL50803_94440	InterproscanData_RSRC	PF12781	AAA_9	4493	4668	1.3e-42
GL50803_13777	InterproscanData_RSRC	PF00004	AAA	245	351	2.5e-6
GL50803_13777	InterproscanData_RSRC	PF00004	AAA	502	626	2.4e-24
GL50803_4928	InterproscanData_RSRC	PF05495	zf-CHY	2	73	4.5e-15
GL50803_8705	InterproscanData_RSRC	PF01207	Dus	56	243	2.8e-21
GL50803_8705	InterproscanData_RSRC	PF01207	Dus	273	320	6.2e-6
GL50803_17254	InterproscanData_RSRC	PF02878	PGM_PMM_I	47	184	1.5e-32
GL50803_17254	InterproscanData_RSRC	PF02879	PGM_PMM_II	241	351	4.9e-9
GL50803_17254	InterproscanData_RSRC	PF02880	PGM_PMM_III	370	486	4.2e-5
GL50803_8707	InterproscanData_RSRC	PF00583	Acetyltransf_1	50	129	1.3e-18
GL50803_8708	InterproscanData_RSRC	PF01176	eIF-1a	30	95	2.8e-18
GL50803_8711	InterproscanData_RSRC	PF01529	zf-DHHC	80	233	2.3e-21
GL50803_17254	InterproscanData_RSRC	PF00408	PGM_PMM_IV	606	640	4.9e-6
GL50803_14763	InterproscanData_RSRC	PF00929	RNase_T	268	453	1.5e-12
GL50803_8713	InterproscanData_RSRC	PF01764	Lipase_3	317	424	5.9e-15
GL50803_14764	InterproscanData_RSRC	PF12796	Ank_2	81	143	3.1e-8
GL50803_14764	InterproscanData_RSRC	PF12796	Ank_2	245	323	6.8e-13
GL50803_8716	InterproscanData_RSRC	PF01975	SurE	19	220	1.8e-47
GL50803_94478	InterproscanData_RSRC	PF00005	ABC_tran	625	757	2.9e-14
GL50803_94478	InterproscanData_RSRC	PF00005	ABC_tran	1700	1826	2.3e-17
GL50803_17250	InterproscanData_RSRC	PF00023	Ank	566	585	0.0043
GL50803_17250	InterproscanData_RSRC	PF12796	Ank_2	303	357	9.9e-7
GL50803_17250	InterproscanData_RSRC	PF12796	Ank_2	365	425	5.8e-9
GL50803_17250	InterproscanData_RSRC	PF12796	Ank_2	475	558	5.3e-15
GL50803_17250	InterproscanData_RSRC	PF12796	Ank_2	642	737	6.1e-10
GL50803_17250	InterproscanData_RSRC	PF12796	Ank_2	742	830	1.4e-15
GL50803_3643	InterproscanData_RSRC	PF00254	FKBP_C	62	151	1.2e-29
GL50803_3643	InterproscanData_RSRC	PF13414	TPR_11	171	248	1.3e-7
GL50803_27747	InterproscanData_RSRC	PF00173	Cyt-b5	35	107	3.1e-20
GL50803_115202	InterproscanData_RSRC	PF03302	VSP	404	606	6.3e-34
GL50803_40591	InterproscanData_RSRC	PF03302	VSP	6	179	5.7e-28
GL50803_40591	InterproscanData_RSRC	PF03302	VSP	176	317	2.6e-47
GL50803_115200	InterproscanData_RSRC	PF00023	Ank	179	201	0.005
GL50803_115200	InterproscanData_RSRC	PF12796	Ank_2	112	171	6.6e-11
GL50803_10112	InterproscanData_RSRC	PF12796	Ank_2	18	96	6.6e-9
GL50803_102813	InterproscanData_RSRC	PF00023	Ank	128	148	0.0019
GL50803_102813	InterproscanData_RSRC	PF12796	Ank_2	34	106	1.2e-9
GL50803_102813	InterproscanData_RSRC	PF12796	Ank_2	228	305	7.4e-17
GL50803_10122	InterproscanData_RSRC	PF00078	RVT_1	14	75	1.2e-6
GL50803_9276	InterproscanData_RSRC	PF03302	VSP	13	100	7.8e-11
GL50803_9276	InterproscanData_RSRC	PF03302	VSP	104	298	7.7e-20
GL50803_28779	InterproscanData_RSRC	PF13516	LRR_6	78	92	0.047
GL50803_9274	InterproscanData_RSRC	PF04006	Mpp10	63	298	8.6e-21
GL50803_9272	InterproscanData_RSRC	PF03133	TTL	448	735	6.8e-46
GL50803_31576	InterproscanData_RSRC	PF00179	UQ_con	51	174	7.7e-19
GL50803_9270	InterproscanData_RSRC	PF00782	DSPc	211	311	1.3e-12
GL50803_9266	InterproscanData_RSRC	PF00271	Helicase_C	308	395	3.2e-14
GL50803_9266	InterproscanData_RSRC	PF00270	DEAD	37	201	8e-17
GL50803_14916	InterproscanData_RSRC	PF00069	Pkinase	10	221	1.4e-50
GL50803_9259	InterproscanData_RSRC	PF03371	PRP38	1	140	5e-15
GL50803_16444	InterproscanData_RSRC	PF12796	Ank_2	35	114	6.4e-10
GL50803_16444	InterproscanData_RSRC	PF12796	Ank_2	450	534	1.1e-11
GL50803_16444	InterproscanData_RSRC	PF12796	Ank_2	540	600	1.5e-9
GL50803_16444	InterproscanData_RSRC	PF12796	Ank_2	638	718	1.4e-14
GL50803_16443	InterproscanData_RSRC	PF01603	B56	45	357	7.3e-81
GL50803_16443	InterproscanData_RSRC	PF01603	B56	417	555	3.9e-11
GL50803_14413	InterproscanData_RSRC	PF01194	RNA_pol_N	39	107	1.1e-28
GL50803_7287	InterproscanData_RSRC	PF00515	TPR_1	149	181	3.5e-6
GL50803_7287	InterproscanData_RSRC	PF13414	TPR_11	71	145	3.5e-11
GL50803_7296	InterproscanData_RSRC	PF12799	LRR_4	78	115	7.8e-10
GL50803_137737	InterproscanData_RSRC	PF00069	Pkinase	3	154	8.6e-30
GL50803_113470	InterproscanData_RSRC	PF00023	Ank	52	73	0.012
GL50803_17305	InterproscanData_RSRC	PF07690	MFS_1	120	504	1.9e-22
GL50803_92223	InterproscanData_RSRC	PF00005	ABC_tran	616	788	6.1e-14
GL50803_9618	InterproscanData_RSRC	PF00560	LRR_1	77	93	0.35
GL50803_9618	InterproscanData_RSRC	PF00560	LRR_1	251	270	0.036
GL50803_9618	InterproscanData_RSRC	PF12799	LRR_4	187	223	5.6e-10
GL50803_9618	InterproscanData_RSRC	PF13855	LRR_8	540	597	3.4e-9
