struc1	struc2	TM
GL_94927	GL_119989	0.32824
GL_95003	GL_119989	0.52646
GL_95549	GL_119989	0.28381
GL_95593	GL_119989	0.59548
GL_95717	GL_119989	0.28634
GL_9658	GL_119989	0.26785
GL_9665	GL_119989	0.68
GL_96878	GL_119989	0.36432
GL_97130	GL_119989	0.52736
GL_98050	GL_119989	0.24983
GL_9870	GL_119989	0.34283
GL_101307	GL_12095	0.69913
GL_101534	GL_12095	0.72116
GL_101866	GL_12095	0.67797
GL_102034	GL_12095	0.16755
GL_102542	GL_12095	0.35485
GL_103944	GL_12095	0.17818
GL_10744	GL_12095	0.22241
GL_10893	GL_12095	0.65244
GL_11040	GL_12095	0.67553
GL_111938	GL_12095	0.5874
GL_112518	GL_12095	0.75492
GL_112553	GL_12095	0.58651
GL_113030	GL_12095	0.77629
GL_113094	GL_12095	0.15836
GL_11311	GL_12095	0.55333
GL_113553	GL_12095	0.79668
GL_11390	GL_12095	0.64255
GL_114120	GL_12095	0.23587
GL_114192	GL_12095	0.20188
GL_114307	GL_12095	0.17764
GL_114495	GL_12095	0.51575
GL_114535	GL_12095	0.20337
GL_114937	GL_12095	0.65471
GL_11554	GL_12095	0.75241
GL_119989	GL_12095	0.52871
GL_12095	GL_12095	1
GL_12148	GL_12095	0.87816
GL_12152	GL_12095	0.40313
GL_12240	GL_12095	0.39627
GL_13215	GL_12095	0.48206
GL_13479	GL_12095	0.25491
GL_137676	GL_12095	0.40059
GL_137696	GL_12095	0.28532
GL_137701	GL_12095	0.3421
GL_137706	GL_12095	0.89339
GL_137719	GL_12095	0.40033
GL_137728	GL_12095	0.25082
GL_137733	GL_12095	0.41372
GL_137735	GL_12095	0.33203
GL_137737	GL_12095	0.28252
GL_137742	GL_12095	0.34718
GL_137743	GL_12095	0.34815
GL_13921	GL_12095	0.39428
GL_13963	GL_12095	0.39279
GL_13964	GL_12095	0.39797
GL_13981	GL_12095	0.27096
GL_14044	GL_12095	0.90141
GL_14216	GL_12095	0.91576
GL_14223	GL_12095	0.39108
GL_14648	GL_12095	0.37516
GL_14742	GL_12095	0.39302
GL_14786	GL_12095	0.27722
GL_14835	GL_12095	0.26882
GL_14897	GL_12095	0.2691
GL_14916	GL_12095	0.92597
GL_15035	GL_12095	0.41374
GL_15049	GL_12095	0.91664
GL_15064	GL_12095	0.3942
GL_15338	GL_12095	0.38981
GL_15409	GL_12095	0.43065
GL_15411	GL_12095	0.93919
GL_15479	GL_12095	0.39258
GL_15953	GL_12095	0.27501
GL_16049	GL_12095	0.92135
GL_16122	GL_12095	0.31798
GL_16167	GL_12095	0.24088
GL_16205	GL_12095	0.91391
GL_16251	GL_12095	0.38605
GL_16272	GL_12095	0.25661
GL_16279	GL_12095	0.90363
GL_16460	GL_12095	0.28019
GL_16479	GL_12095	0.381
GL_16508	GL_12095	0.25988
GL_16733	GL_12095	0.42358
GL_16765	GL_12095	0.88318
GL_16792	GL_12095	0.40001
GL_16824	GL_12095	0.91621
GL_16826	GL_12095	0.40206
GL_16839	GL_12095	0.92142
GL_16862	GL_12095	0.40481
GL_16879	GL_12095	0.30371
GL_16889	GL_12095	0.35367
GL_16943	GL_12095	0.31753
GL_16952	GL_12095	0.39478
GL_16967	GL_12095	0.2823
GL_16988	GL_12095	0.38981
GL_17069	GL_12095	0.44656
GL_17084	GL_12095	0.29022
GL_17188	GL_12095	0.8679
GL_17216	GL_12095	0.81247
GL_17231	GL_12095	0.28622
GL_17299	GL_12095	0.26233
GL_17318	GL_12095	0.25194
GL_17510	GL_12095	0.92334
GL_17578	GL_12095	0.26465
GL_2082	GL_12095	0.38598
GL_21366	GL_12095	0.94281
GL_21924	GL_12095	0.26551
GL_22451	GL_12095	0.22446
GL_24321	GL_12095	0.39791
GL_24400	GL_12095	0.39526
GL_2483	GL_12095	0.39253
GL_26199	GL_12095	0.39135
GL_27124	GL_12095	0.12093
GL_30354	GL_12095	0.90889
GL_3449	GL_12095	0.23531
GL_3546	GL_12095	0.42923
GL_3677	GL_12095	0.22365
GL_36783	GL_12095	0.90552
GL_38578	GL_12095	0.18919
GL_3957	GL_12095	0.60687
GL_40904	GL_12095	0.25504
GL_41186	GL_12095	0.28127
GL_4202	GL_12095	0.38917
GL_42328	GL_12095	0.43515
GL_42657	GL_12095	0.2235
GL_42698	GL_12095	0.25432
GL_4322	GL_12095	0.27504
GL_4912	GL_12095	0.39159
GL_4959	GL_12095	0.26141
GL_4977	GL_12095	0.38959
GL_5142	GL_12095	0.28973
GL_5346	GL_12095	0.38748
GL_5375	GL_12095	0.3953
GL_5489	GL_12095	0.23114
GL_5553	GL_12095	0.40335
GL_5554	GL_12095	0.43102
GL_5999	GL_12095	0.40165
GL_6140	GL_12095	0.23321
GL_6680	GL_12095	0.40332
GL_6731	GL_12095	0.47577
GL_7103	GL_12095	0.34023
GL_7183	GL_12095	0.22599
GL_7356	GL_12095	0.4107
GL_7514	GL_12095	0.90037
GL_7579	GL_12095	0.39295
GL_7653	GL_12095	0.90765
GL_8152	GL_12095	0.88974
GL_8218	GL_12095	0.89628
GL_8350	GL_12095	0.92675
GL_8428	GL_12095	0.90819
GL_8445	GL_12095	0.84914
GL_8556	GL_12095	0.27131
GL_86934	GL_12095	0.39663
GL_87677	GL_12095	0.29527
GL_87928	GL_12095	0.38909
GL_8856	GL_12095	0.84253
GL_8860	GL_12095	0.26055
GL_8914	GL_12095	0.8384
GL_91220	GL_12095	0.27489
GL_91334	GL_12095	0.26809
GL_91451	GL_12095	0.90803
GL_9196	GL_12095	0.39589
GL_92498	GL_12095	0.90152
GL_9289	GL_12095	0.9403
GL_93221	GL_12095	0.3446
GL_9365	GL_12095	0.25965
GL_9421	GL_12095	0.89771
GL_94927	GL_12095	0.26024
GL_95003	GL_12095	0.93624
GL_95549	GL_12095	0.21883
GL_95593	GL_12095	0.40088
GL_95717	GL_12095	0.28736
GL_9658	GL_12095	0.25596
GL_9665	GL_12095	0.43905
GL_96878	GL_12095	0.35358
GL_97130	GL_12095	0.91767
GL_98050	GL_12095	0.1686
GL_9870	GL_12095	0.25019
GL_101307	GL_12148	0.67602
GL_101534	GL_12148	0.6952
GL_101866	GL_12148	0.69031
GL_102034	GL_12148	0.18545
GL_102542	GL_12148	0.33652
GL_103944	GL_12148	0.19374
GL_10744	GL_12148	0.22009
GL_10893	GL_12148	0.65165
GL_11040	GL_12148	0.65373
GL_111938	GL_12148	0.56746
GL_112518	GL_12148	0.7728
GL_112553	GL_12148	0.56239
GL_113030	GL_12148	0.76458
GL_113094	GL_12148	0.16682
GL_11311	GL_12148	0.55185
GL_113553	GL_12148	0.83255
GL_11390	GL_12148	0.69565
GL_114120	GL_12148	0.25258
GL_114192	GL_12148	0.18866
GL_114307	GL_12148	0.18343
GL_114495	GL_12148	0.496
GL_114535	GL_12148	0.18217
GL_114937	GL_12148	0.66389
GL_11554	GL_12148	0.74263
GL_119989	GL_12148	0.51153
GL_12095	GL_12148	0.87816
GL_12148	GL_12148	1
GL_12152	GL_12148	0.30917
GL_12240	GL_12148	0.29353
GL_13215	GL_12148	0.34508
GL_13479	GL_12148	0.20044
GL_137676	GL_12148	0.29238
GL_137696	GL_12148	0.23257
GL_137701	GL_12148	0.2511
GL_137706	GL_12148	0.68101
GL_137719	GL_12148	0.29917
GL_137728	GL_12148	0.1864
GL_137733	GL_12148	0.30626
GL_137735	GL_12148	0.24596
GL_137737	GL_12148	0.21522
GL_137742	GL_12148	0.25753
GL_137743	GL_12148	0.25985
GL_13921	GL_12148	0.29731
GL_13963	GL_12148	0.29653
GL_13964	GL_12148	0.29457
GL_13981	GL_12148	0.21806
GL_14044	GL_12148	0.6519
GL_14216	GL_12148	0.69135
GL_14223	GL_12148	0.2915
GL_14648	GL_12148	0.28261
GL_14742	GL_12148	0.29642
GL_14786	GL_12148	0.22312
GL_14835	GL_12148	0.2169
GL_14897	GL_12148	0.21568
GL_14916	GL_12148	0.67677
GL_15035	GL_12148	0.3053
GL_15049	GL_12148	0.69619
GL_15064	GL_12148	0.29162
GL_15338	GL_12148	0.29134
GL_15409	GL_12148	0.32477
GL_15411	GL_12148	0.70909
GL_15479	GL_12148	0.29725
GL_15953	GL_12148	0.22453
GL_16049	GL_12148	0.69239
GL_16122	GL_12148	0.25291
GL_16167	GL_12148	0.22427
GL_16205	GL_12148	0.65871
GL_16251	GL_12148	0.29264
GL_16272	GL_12148	0.23807
GL_16279	GL_12148	0.66491
GL_16460	GL_12148	0.23039
GL_16479	GL_12148	0.28757
GL_16508	GL_12148	0.2173
GL_16733	GL_12148	0.31547
GL_16765	GL_12148	0.68482
GL_16792	GL_12148	0.29107
GL_16824	GL_12148	0.6936
GL_16826	GL_12148	0.29668
GL_16839	GL_12148	0.72713
GL_16862	GL_12148	0.30104
GL_16879	GL_12148	0.20653
GL_16889	GL_12148	0.25982
GL_16943	GL_12148	0.2378
GL_16952	GL_12148	0.29717
GL_16967	GL_12148	0.2949
GL_16988	GL_12148	0.28729
GL_17069	GL_12148	0.32745
GL_17084	GL_12148	0.24375
GL_17188	GL_12148	0.67081
GL_17216	GL_12148	0.63883
GL_17231	GL_12148	0.23212
GL_17299	GL_12148	0.22554
GL_17318	GL_12148	0.21523
GL_17510	GL_12148	0.69634
GL_17578	GL_12148	0.22719
GL_2082	GL_12148	0.28974
GL_21366	GL_12148	0.68582
GL_21924	GL_12148	0.21396
GL_22451	GL_12148	0.2025
GL_24321	GL_12148	0.29977
GL_24400	GL_12148	0.29417
GL_2483	GL_12148	0.28998
GL_26199	GL_12148	0.29161
GL_27124	GL_12148	0.08986
GL_30354	GL_12148	0.673
GL_3449	GL_12148	0.18891
GL_3546	GL_12148	0.32686
GL_3677	GL_12148	0.17471
GL_36783	GL_12148	0.67972
GL_38578	GL_12148	0.14349
GL_3957	GL_12148	0.48601
GL_40904	GL_12148	0.24698
GL_41186	GL_12148	0.22168
GL_4202	GL_12148	0.28686
GL_42328	GL_12148	0.32589
GL_42657	GL_12148	0.19267
GL_42698	GL_12148	0.18901
GL_4322	GL_12148	0.23397
GL_4912	GL_12148	0.29521
GL_4959	GL_12148	0.22116
GL_4977	GL_12148	0.29258
GL_5142	GL_12148	0.21114
GL_5346	GL_12148	0.29302
GL_5375	GL_12148	0.29682
GL_5489	GL_12148	0.18943
GL_5553	GL_12148	0.29935
GL_5554	GL_12148	0.32987
GL_5999	GL_12148	0.29961
GL_6140	GL_12148	0.22197
GL_6680	GL_12148	0.29621
GL_6731	GL_12148	0.345
GL_7103	GL_12148	0.25671
GL_7183	GL_12148	0.2048
GL_7356	GL_12148	0.30353
GL_7514	GL_12148	0.69487
GL_7579	GL_12148	0.29519
GL_7653	GL_12148	0.68595
GL_8152	GL_12148	0.6639
GL_8218	GL_12148	0.71179
GL_8350	GL_12148	0.66658
GL_8428	GL_12148	0.68985
GL_8445	GL_12148	0.63242
GL_8556	GL_12148	0.249
GL_86934	GL_12148	0.28901
GL_87677	GL_12148	0.22322
GL_87928	GL_12148	0.28552
GL_8856	GL_12148	0.62574
GL_8860	GL_12148	0.23748
GL_8914	GL_12148	0.63657
GL_91220	GL_12148	0.21625
GL_91334	GL_12148	0.20629
GL_91451	GL_12148	0.70133
GL_9196	GL_12148	0.29518
GL_92498	GL_12148	0.70207
GL_9289	GL_12148	0.70037
GL_93221	GL_12148	0.25658
GL_9365	GL_12148	0.21176
GL_9421	GL_12148	0.68252
GL_94927	GL_12148	0.21853
GL_95003	GL_12148	0.70905
GL_95549	GL_12148	0.19774
GL_95593	GL_12148	0.30132
GL_95717	GL_12148	0.22744
GL_9658	GL_12148	0.1846
GL_9665	GL_12148	0.31639
GL_96878	GL_12148	0.25642
GL_97130	GL_12148	0.68136
GL_98050	GL_12148	0.12669
GL_9870	GL_12148	0.22691
GL_101307	GL_12152	0.67121
GL_101534	GL_12152	0.70774
GL_101866	GL_12152	0.3005
GL_102034	GL_12152	0.11895
GL_102542	GL_12152	0.27079
GL_103944	GL_12152	0.13536
GL_10744	GL_12152	0.18627
GL_10893	GL_12152	0.63583
GL_11040	GL_12152	0.65044
GL_111938	GL_12152	0.57061
GL_112518	GL_12152	0.33316
GL_112553	GL_12152	0.5636
GL_113030	GL_12152	0.34006
GL_113094	GL_12152	0.10764
GL_11311	GL_12152	0.51734
GL_113553	GL_12152	0.3589
GL_11390	GL_12152	0.29262
GL_114120	GL_12152	0.20141
GL_114192	GL_12152	0.16821
GL_114307	GL_12152	0.12664
GL_114495	GL_12152	0.48744
GL_114535	GL_12152	0.16596
GL_114937	GL_12152	0.31114000000000003
GL_11554	GL_12152	0.73724
GL_119989	GL_12152	0.49551
GL_12095	GL_12152	0.40313
GL_12148	GL_12152	0.30917
GL_12152	GL_12152	1
GL_12240	GL_12152	0.6443
GL_13215	GL_12152	0.59357
GL_13479	GL_12152	0.24492
GL_137676	GL_12152	0.61341
GL_137696	GL_12152	0.31529
GL_137701	GL_12152	0.55339
GL_137706	GL_12152	0.66761
GL_137719	GL_12152	0.61001
GL_137728	GL_12152	0.39535
GL_137733	GL_12152	0.65247
GL_137735	GL_12152	0.52677
GL_137737	GL_12152	0.44677
GL_137742	GL_12152	0.55647
GL_137743	GL_12152	0.55088
GL_13921	GL_12152	0.61293
GL_13963	GL_12152	0.60749
GL_13964	GL_12152	0.60974
GL_13981	GL_12152	0.29962
GL_14044	GL_12152	0.6574
GL_14216	GL_12152	0.65742
GL_14223	GL_12152	0.62782
GL_14648	GL_12152	0.59945
GL_14742	GL_12152	0.61208
GL_14786	GL_12152	0.2916
GL_14835	GL_12152	0.28662
GL_14897	GL_12152	0.29483
GL_14916	GL_12152	0.63733
GL_15035	GL_12152	0.69323
GL_15049	GL_12152	0.65967
GL_15064	GL_12152	0.60923
GL_15338	GL_12152	0.60861
GL_15409	GL_12152	0.73188
GL_15411	GL_12152	0.65995
GL_15479	GL_12152	0.68031
GL_15953	GL_12152	0.30806
GL_16049	GL_12152	0.63468
GL_16122	GL_12152	0.30337
GL_16167	GL_12152	0.24246
GL_16205	GL_12152	0.64034
GL_16251	GL_12152	0.60319
GL_16272	GL_12152	0.28934
GL_16279	GL_12152	0.63712
GL_16460	GL_12152	0.30664
GL_16479	GL_12152	0.55157
GL_16508	GL_12152	0.32811
GL_16733	GL_12152	0.61681
GL_16765	GL_12152	0.63632
GL_16792	GL_12152	0.61962
GL_16824	GL_12152	0.66555
GL_16826	GL_12152	0.61708
GL_16839	GL_12152	0.66074
GL_16862	GL_12152	0.66836
GL_16879	GL_12152	0.42115
GL_16889	GL_12152	0.54457
GL_16943	GL_12152	0.42569
GL_16952	GL_12152	0.6015
GL_16967	GL_12152	0.29942
GL_16988	GL_12152	0.60166
GL_17069	GL_12152	0.62455
GL_17084	GL_12152	0.31559
GL_17188	GL_12152	0.63168
GL_17216	GL_12152	0.61696
GL_17231	GL_12152	0.28941
GL_17299	GL_12152	0.282
GL_17318	GL_12152	0.27417
GL_17510	GL_12152	0.64579
GL_17578	GL_12152	0.29246
GL_2082	GL_12152	0.61564
GL_21366	GL_12152	0.65779
GL_21924	GL_12152	0.29574
GL_22451	GL_12152	0.26937
GL_24321	GL_12152	0.62267
GL_24400	GL_12152	0.6802
GL_2483	GL_12152	0.61949
GL_26199	GL_12152	0.60975
GL_27124	GL_12152	0.17408
GL_30354	GL_12152	0.6368
GL_3449	GL_12152	0.40151
GL_3546	GL_12152	0.75499
GL_3677	GL_12152	0.35901
GL_36783	GL_12152	0.62709
GL_38578	GL_12152	0.3009
GL_3957	GL_12152	0.62103
GL_40904	GL_12152	0.25382
GL_41186	GL_12152	0.29092
GL_4202	GL_12152	0.61252
GL_42328	GL_12152	0.72995
GL_42657	GL_12152	0.2733
GL_42698	GL_12152	0.40947
GL_4322	GL_12152	0.28544
GL_4912	GL_12152	0.61803
GL_4959	GL_12152	0.31786
GL_4977	GL_12152	0.62272
GL_5142	GL_12152	0.39989
GL_5346	GL_12152	0.60657
GL_5375	GL_12152	0.60869
GL_5489	GL_12152	0.32016
GL_5553	GL_12152	0.62699
GL_5554	GL_12152	0.63019
GL_5999	GL_12152	0.68021
GL_6140	GL_12152	0.24818
GL_6680	GL_12152	0.62465
GL_6731	GL_12152	0.60394
GL_7103	GL_12152	0.52134
GL_7183	GL_12152	0.26386
GL_7356	GL_12152	0.67585
GL_7514	GL_12152	0.6584
GL_7579	GL_12152	0.62592
GL_7653	GL_12152	0.64424
GL_8152	GL_12152	0.67422
GL_8218	GL_12152	0.66349
GL_8350	GL_12152	0.65645
GL_8428	GL_12152	0.64796
GL_8445	GL_12152	0.65963
GL_8556	GL_12152	0.29047
GL_86934	GL_12152	0.62552
GL_87677	GL_12152	0.31563
GL_87928	GL_12152	0.61096
GL_8856	GL_12152	0.65237
GL_8860	GL_12152	0.3051
GL_8914	GL_12152	0.66313
GL_91220	GL_12152	0.2901
GL_91334	GL_12152	0.28654
GL_91451	GL_12152	0.65368
GL_9196	GL_12152	0.61611
GL_92498	GL_12152	0.60565
GL_9289	GL_12152	0.667
GL_93221	GL_12152	0.55043
GL_9365	GL_12152	0.30745
GL_9421	GL_12152	0.6674
GL_94927	GL_12152	0.31618
GL_95003	GL_12152	0.64448
GL_95549	GL_12152	0.27131
GL_95593	GL_12152	0.61783
GL_95717	GL_12152	0.29238
GL_9658	GL_12152	0.28136
GL_9665	GL_12152	0.64336
GL_96878	GL_12152	0.47543
GL_97130	GL_12152	0.65391
GL_98050	GL_12152	0.25872
GL_9870	GL_12152	0.45284
GL_101307	GL_12240	0.7687
GL_101534	GL_12240	0.76769
GL_101866	GL_12240	0.29021
GL_102034	GL_12240	0.15784
GL_102542	GL_12240	0.26196
GL_103944	GL_12240	0.16281
GL_10744	GL_12240	0.19707
GL_10893	GL_12240	0.70799
GL_11040	GL_12240	0.76986
GL_111938	GL_12240	0.66137
GL_112518	GL_12240	0.32454
GL_112553	GL_12240	0.70587
GL_113030	GL_12240	0.33626
GL_113094	GL_12240	0.13715
GL_11311	GL_12240	0.58199
GL_113553	GL_12240	0.35843
GL_11390	GL_12240	0.27892
GL_114120	GL_12240	0.27014
GL_114192	GL_12240	0.17475
GL_114307	GL_12240	0.16676
GL_114495	GL_12240	0.56815
GL_114535	GL_12240	0.16789
GL_114937	GL_12240	0.2948
GL_11554	GL_12240	0.79912
GL_119989	GL_12240	0.5615
GL_12095	GL_12240	0.39627
GL_12148	GL_12240	0.29353
GL_12152	GL_12240	0.6443
GL_12240	GL_12240	1
GL_13215	GL_12240	0.40459
GL_13479	GL_12240	0.24627
GL_137676	GL_12240	0.50949
GL_137696	GL_12240	0.27876
GL_137701	GL_12240	0.37968
GL_137706	GL_12240	0.43611
GL_137719	GL_12240	0.49691
GL_137728	GL_12240	0.48758
GL_137733	GL_12240	0.44266
GL_137735	GL_12240	0.4162
GL_137737	GL_12240	0.28244
GL_137742	GL_12240	0.68449
GL_137743	GL_12240	0.68867
GL_13921	GL_12240	0.49724
GL_13963	GL_12240	0.4959
GL_13964	GL_12240	0.47629
GL_13981	GL_12240	0.29061
GL_14044	GL_12240	0.43105
GL_14216	GL_12240	0.42195
GL_14223	GL_12240	0.4735
GL_14648	GL_12240	0.51622
GL_14742	GL_12240	0.44072
GL_14786	GL_12240	0.29738
GL_14835	GL_12240	0.27871
GL_14897	GL_12240	0.26793
GL_14916	GL_12240	0.41853
GL_15035	GL_12240	0.75914
GL_15049	GL_12240	0.43298
GL_15064	GL_12240	0.48033
GL_15338	GL_12240	0.46082
GL_15409	GL_12240	0.46683
GL_15411	GL_12240	0.43622
GL_15479	GL_12240	0.44904
GL_15953	GL_12240	0.29722
GL_16049	GL_12240	0.42182
GL_16122	GL_12240	0.27586
GL_16167	GL_12240	0.19637
GL_16205	GL_12240	0.4278
GL_16251	GL_12240	0.5329
GL_16272	GL_12240	0.25569
GL_16279	GL_12240	0.41487
GL_16460	GL_12240	0.28112
GL_16479	GL_12240	0.28469
GL_16508	GL_12240	0.28281
GL_16733	GL_12240	0.53638
GL_16765	GL_12240	0.42447
GL_16792	GL_12240	0.52731
GL_16824	GL_12240	0.44158
GL_16826	GL_12240	0.47644
GL_16839	GL_12240	0.4313
GL_16862	GL_12240	0.44514
GL_16879	GL_12240	0.22659
GL_16889	GL_12240	0.38822
GL_16943	GL_12240	0.23777
GL_16952	GL_12240	0.46545
GL_16967	GL_12240	0.28712
GL_16988	GL_12240	0.45719
GL_17069	GL_12240	0.47974
GL_17084	GL_12240	0.29032
GL_17188	GL_12240	0.41799
GL_17216	GL_12240	0.41905
GL_17231	GL_12240	0.25731
GL_17299	GL_12240	0.25622
GL_17318	GL_12240	0.25215
GL_17510	GL_12240	0.4328
GL_17578	GL_12240	0.28009
GL_2082	GL_12240	0.44773
GL_21366	GL_12240	0.42539
GL_21924	GL_12240	0.27542
GL_22451	GL_12240	0.25765
GL_24321	GL_12240	0.45998
GL_24400	GL_12240	0.7496
GL_2483	GL_12240	0.49166
GL_26199	GL_12240	0.52863
GL_27124	GL_12240	0.117
GL_30354	GL_12240	0.42553
GL_3449	GL_12240	0.22524
GL_3546	GL_12240	0.48263
GL_3677	GL_12240	0.24816
GL_36783	GL_12240	0.40276
GL_38578	GL_12240	0.19504
GL_3957	GL_12240	0.42346
GL_40904	GL_12240	0.25449
GL_41186	GL_12240	0.29025
GL_4202	GL_12240	0.47987
GL_42328	GL_12240	0.45181
GL_42657	GL_12240	0.22821
GL_42698	GL_12240	0.27289
GL_4322	GL_12240	0.27137
GL_4912	GL_12240	0.4596
GL_4959	GL_12240	0.26463
GL_4977	GL_12240	0.47819
GL_5142	GL_12240	0.23978
GL_5346	GL_12240	0.52577
GL_5375	GL_12240	0.50629
GL_5489	GL_12240	0.2809
GL_5553	GL_12240	0.51322
GL_5554	GL_12240	0.43881
GL_5999	GL_12240	0.73114
GL_6140	GL_12240	0.21542
GL_6680	GL_12240	0.44844
GL_6731	GL_12240	0.39532
GL_7103	GL_12240	0.37635
GL_7183	GL_12240	0.20892
GL_7356	GL_12240	0.7388
GL_7514	GL_12240	0.429
GL_7579	GL_12240	0.46462
GL_7653	GL_12240	0.4309
GL_8152	GL_12240	0.43045
GL_8218	GL_12240	0.44474
GL_8350	GL_12240	0.43167
GL_8428	GL_12240	0.41505
GL_8445	GL_12240	0.43375
GL_8556	GL_12240	0.28822
GL_86934	GL_12240	0.48453
GL_87677	GL_12240	0.29
GL_87928	GL_12240	0.47529
GL_8856	GL_12240	0.43516
GL_8860	GL_12240	0.22257
GL_8914	GL_12240	0.42521
GL_91220	GL_12240	0.2939
GL_91334	GL_12240	0.27779
GL_91451	GL_12240	0.42994
GL_9196	GL_12240	0.46289
GL_92498	GL_12240	0.40179
GL_9289	GL_12240	0.43245
GL_93221	GL_12240	0.6892
GL_9365	GL_12240	0.29223
GL_9421	GL_12240	0.43273
GL_94927	GL_12240	0.28344
GL_95003	GL_12240	0.47086
GL_95549	GL_12240	0.24108
GL_95593	GL_12240	0.50785
GL_95717	GL_12240	0.28313
GL_9658	GL_12240	0.2576
GL_9665	GL_12240	0.48499
GL_96878	GL_12240	0.32198
GL_97130	GL_12240	0.42686
GL_98050	GL_12240	0.1693
GL_9870	GL_12240	0.30346
GL_101307	GL_13215	0.62139
GL_101534	GL_13215	0.65236
GL_101866	GL_13215	0.36284
GL_102034	GL_13215	0.2002
GL_102542	GL_13215	0.58883
GL_103944	GL_13215	0.23482
GL_10744	GL_13215	0.22624
GL_10893	GL_13215	0.59915
GL_11040	GL_13215	0.5981
GL_111938	GL_13215	0.52771
GL_112518	GL_13215	0.42141
GL_112553	GL_13215	0.52464
GL_113030	GL_13215	0.40206
GL_113094	GL_13215	0.20431
GL_11311	GL_13215	0.53494
GL_113553	GL_13215	0.42317
GL_11390	GL_13215	0.35033
GL_114120	GL_13215	0.28492
GL_114192	GL_13215	0.21499
GL_114307	GL_13215	0.2277
GL_114495	GL_13215	0.49031
GL_114535	GL_13215	0.21764
GL_114937	GL_13215	0.38245
GL_11554	GL_13215	0.68387
GL_119989	GL_13215	0.49532
GL_12095	GL_13215	0.48206
GL_12148	GL_13215	0.34508
GL_12152	GL_13215	0.59357
GL_12240	GL_13215	0.40459
GL_13215	GL_13215	1
GL_13479	GL_13215	0.28465
GL_137676	GL_13215	0.33715
GL_137696	GL_13215	0.38329
GL_137701	GL_13215	0.29377
GL_137706	GL_13215	0.42972
GL_137719	GL_13215	0.3368
GL_137728	GL_13215	0.23489
GL_137733	GL_13215	0.36099
GL_137735	GL_13215	0.2828
GL_137737	GL_13215	0.22041
GL_137742	GL_13215	0.31744
GL_137743	GL_13215	0.32021
GL_13921	GL_13215	0.33287
GL_13963	GL_13215	0.33137
GL_13964	GL_13215	0.3707
GL_13981	GL_13215	0.34456
GL_14044	GL_13215	0.44437
GL_14216	GL_13215	0.43588
GL_14223	GL_13215	0.33232
GL_14648	GL_13215	0.31591
GL_14742	GL_13215	0.33545
GL_14786	GL_13215	0.30188
GL_14835	GL_13215	0.30447
GL_14897	GL_13215	0.27646
GL_14916	GL_13215	0.45361
GL_15035	GL_13215	0.36108
GL_15049	GL_13215	0.43906
GL_15064	GL_13215	0.33952
GL_15338	GL_13215	0.32787
GL_15409	GL_13215	0.34519
GL_15411	GL_13215	0.45049
GL_15479	GL_13215	0.34132
GL_15953	GL_13215	0.34299
GL_16049	GL_13215	0.46097
GL_16122	GL_13215	0.29642
GL_16167	GL_13215	0.28256
GL_16205	GL_13215	0.45119
GL_16251	GL_13215	0.337
GL_16272	GL_13215	0.30756
GL_16279	GL_13215	0.44404
GL_16460	GL_13215	0.34518
GL_16479	GL_13215	0.36227
GL_16508	GL_13215	0.30889
GL_16733	GL_13215	0.39037
GL_16765	GL_13215	0.44791
GL_16792	GL_13215	0.33576
GL_16824	GL_13215	0.45221
GL_16826	GL_13215	0.34607
GL_16839	GL_13215	0.45394
GL_16862	GL_13215	0.34293
GL_16879	GL_13215	0.2274
GL_16889	GL_13215	0.31178
GL_16943	GL_13215	0.28467
GL_16952	GL_13215	0.33897
GL_16967	GL_13215	0.3823
GL_16988	GL_13215	0.33308
GL_17069	GL_13215	0.38833
GL_17084	GL_13215	0.32718
GL_17188	GL_13215	0.42708
GL_17216	GL_13215	0.41268
GL_17231	GL_13215	0.30876
GL_17299	GL_13215	0.29455
GL_17318	GL_13215	0.23389
GL_17510	GL_13215	0.46417
GL_17578	GL_13215	0.29599
GL_2082	GL_13215	0.33698
GL_21366	GL_13215	0.46624
GL_21924	GL_13215	0.30009
GL_22451	GL_13215	0.24039
GL_24321	GL_13215	0.33827
GL_24400	GL_13215	0.35048
GL_2483	GL_13215	0.33726
GL_26199	GL_13215	0.3335
GL_27124	GL_13215	0.09304
GL_30354	GL_13215	0.44757
GL_3449	GL_13215	0.26744
GL_3546	GL_13215	0.33792
GL_3677	GL_13215	0.26607
GL_36783	GL_13215	0.43578
GL_38578	GL_13215	0.16165
GL_3957	GL_13215	0.40923
GL_40904	GL_13215	0.27223
GL_41186	GL_13215	0.29415
GL_4202	GL_13215	0.33148
GL_42328	GL_13215	0.32865
GL_42657	GL_13215	0.26965
GL_42698	GL_13215	0.21946
GL_4322	GL_13215	0.33379
GL_4912	GL_13215	0.33431
GL_4959	GL_13215	0.29404
GL_4977	GL_13215	0.34044
GL_5142	GL_13215	0.29984
GL_5346	GL_13215	0.32647
GL_5375	GL_13215	0.34375
GL_5489	GL_13215	0.26073
GL_5553	GL_13215	0.35285
GL_5554	GL_13215	0.32805
GL_5999	GL_13215	0.35088
GL_6140	GL_13215	0.28373
GL_6680	GL_13215	0.37351
GL_6731	GL_13215	0.71895
GL_7103	GL_13215	0.30021
GL_7183	GL_13215	0.27964
GL_7356	GL_13215	0.36574
GL_7514	GL_13215	0.43773
GL_7579	GL_13215	0.33387
GL_7653	GL_13215	0.44683
